STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2009,,2.164,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2010,,10.16,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2011,,11.971,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2012,,11.751,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2013,,11.534,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2014,,12.237,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2015,,24.001,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2016,,35.556,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2017,,96.04,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2018,,138.448,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2019,,262.428,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2020,,333.827,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2021,,437.853,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_SOLAR,Type of renewable energy: Solar,_T,No breakdown by disability,2022,,468.243,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2000,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2001,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2002,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2003,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2004,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2005,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2006,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2007,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
